_row,deficiency,action,category,city,facility
161,"pool log not yet updated, operator states he will update today",ensure daily chemical testing is documented in the log as per state law,Records/testing kit/logs,BEDFORD,KENSINGTON STATION
163,second pump being repaired during inspection,voluntary closure will be made until follow up if repair (same day),Repair/replace equipment,GRAPEVINE,MARQUIS AT SILVEROAKS THE
164,no covered waste receptacles for feminine products in women's restrooms.,"Must provide covered trash cans in women's restrooms, as to prevent plumbing issues.",Misc fixes,Haslet,CARAWAY HOA
165,daily log not updated yet,ensure daily chemical testing is documented in the log as per state law,Records/testing kit/logs,BEDFORD,KENSINGTON STATION
166,"side gate, nearest to the pump room, not self-closing and self-latching hen opened, and was left open upon arrival for the inspection of the pool. Attempt was made to repair self-closing mechanism on the gate, however the issue remained unchanged. By the end of the inspection, the gate was locked and chained to prevent use, until it can be further repaired.","Must ensure all gates into pool yard properly self-close and self-latch, as to ensure gates are not left opened when unattended.",Gate/fence/latch,HASLET,SWEETGRASS AMENITY CENTER
167,pool signage within pool yard obscured by vegetation to the entrance/exit gate nearby pump room.,"Must ensure all pool signage is easily viewable by all viewing aspects of the pool, for ease of viewing by swimmers.",Signage/permit posting,HASLET,WATERCRESS AMENITY CENTER
167,greater than 4 inches at back gaps underneath fencing at large activity area that provides access within pool yard.,"Must ensure all fencing around pool yard has gaps less than 4 inches, as to prevent unauthorized access.",Misc fixes,HASLET,WATERCRESS AMENITY CENTER
169,no max user load sign,ensure max user load sign provides spa capacity,Signage/permit posting,GRAPEVINE,HOLIDAY INN EXPRESS & SUITES GRAPEVINE
169,no paper towels in restroom dispenser,ensure paper towels are available,Misc fixes,GRAPEVINE,HOLIDAY INN EXPRESS & SUITES GRAPEVINE
170,the function and flow direction labeling fading.,Ensure the function and flow direction is labeled on circulation piping.,Misc fixes,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
170,the pumps not grounded.,Ensure the pumps are grounded.,Misc fixes,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
170,several signs missing and the pool address sign by the emergency phone missing.,"Ensure to have the pool address posted by the emergency phone in 1"" letters and all other signs with exact verbiage and letter size as stated in figure 25 TAC 265.190(f)(5).",Misc fixes,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
170,the service gate was propped open.,Ensure the service gate is closed when not in use.,Gate/fence/latch,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
170,the pool chemical log not filled out on weekends.,Ensure the pool chemical log is checked daily and recorded.,Records/testing kit/logs,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
171,no thermometer available for users.,Ensure a thermometer is available for users.,Misc fixes,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
171,vacuum gauge was missing.,Ensurecir ultimate system has a vacuum gauge.,Clean/clear water,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
171,"a 399,000 BTU heater and no registration tag.","Ensure heater is registered with the state if it exceeds 200,000 BTU.",Repair/replace equipment,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
171,function and flow labels missing from pipes.,Ensure function and flow labels are on all circulation piping.,Misc fixes,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
171,the pump was not grounded.,Ensure the pump is grounded.,Repair/replace equipment,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
171,fill line missing a cap.,Ensure the fill line has a cap.,Misc fixes,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
171,"several missing signs, including the pool address sign by the emergency phone.",Ensure to have an address sign by the emergency phone. Ensure to have all signs worded exactly as stated in figure 25 TAC 265.208(e).,Signage/permit posting,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
171,the service gate was propped open upon arrival.,Ensure the service gate is closed when not in use.,Gate/fence/latch,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
171,weekends missing on the pool chemical log.,Ensure chemical log is recorded daily.,Records/testing kit/logs,BEDFORD,PARC PLACE RETIREMENT COMMUNITY
172,Paper towel dispenser is empty,ensure drying materials are available,Misc fixes,GRAPEVINE,HOLIDAY INN EXPRESS & SUITES GRAPEVINE
173,max capacity sign with the wrong wordage.,"Ensure to acquire a sign that states ""maximum user load capacity"".",Signage/permit posting,BEDFORD,WINDMILL TERRACE
173,missing vacuum gauge on the pump system.,Ensure to install a vacuum gauge on the piping system.,Clean/clear water,BEDFORD,WINDMILL TERRACE
173,missing labeling and flow direction on the piping system.,Ensure to label the pipes with the main purpose and the water flow direction.,Misc fixes,BEDFORD,WINDMILL TERRACE
173,missing chunk of plaster on the NE corner of the pool.,Ensure to repair the plaster to remove the missing plaster.,Repair/replace equipment,BEDFORD,WINDMILL TERRACE
173,missing skimmer weirs in both skimmers.,Ensure to install the weirs in the skimmers.,Repair/replace equipment,BEDFORD,WINDMILL TERRACE
173,the wrong wordage for the illness section.,"Ensure the signage reads "" Do not swim",Signage/permit posting,BEDFORD,WINDMILL TERRACE
173,missing nut and bolt in the second slot of the shepherd hook.,Ensure to install the nut and bolt.,Repair/replace equipment,BEDFORD,WINDMILL TERRACE
173,bottom horizontal gap >4 inches by the SW corner closets to the mail room gate.,Ensure to install a cover to reduce the gap below 4 inches.,Repair/replace equipment,BEDFORD,WINDMILL TERRACE
174,petroleum fueled equipment in pump room,ensure petroleum based machinery is stored in a separate space,Misc fixes,GRAPEVINE,HOLIDAY INN EXPRESS & SUITES GRAPEVINE
174,no paper towels in restroom,ensure paper towels are supplied,Misc fixes,GRAPEVINE,HOLIDAY INN EXPRESS & SUITES GRAPEVINE
176,damaged wall tiles that are coming off the wall on the right corner of the main entrance steps.,Must repair/replace damaged tiles.,Repair/replace equipment,WESTLAKE,VAQUERO COMMUNITY CENTER
176,flower debris in all skimmer baskets around the pool.,Must clean skimmer baskets.,Clean/clear water,WESTLAKE,VAQUERO COMMUNITY CENTER
176,a missing weir in the skimmer located to the right of the tanning ledge.,Must replace weir.,Repair/replace equipment,WESTLAKE,VAQUERO COMMUNITY CENTER
176,the ground wire for pump 1 not bonded.,Must have all ground wires bonded at all times.,Electrical/GFCI/Bonding,WESTLAKE,VAQUERO COMMUNITY CENTER
176,the following statements not posted in public view.,Must provide the required pool signage in the minimum size requirements.,Signage/permit posting,WESTLAKE,VAQUERO COMMUNITY CENTER
176,Observe no directions to the emergency phone within the pool yard.,"Must have directions to the pool yard in minimum 2"" lettering.",Misc fixes,WESTLAKE,VAQUERO COMMUNITY CENTER
176,the following statements not posted,"Must post the precise pool address on the emergency phone in minimum 1"" lettering.",Signage/permit posting,WESTLAKE,VAQUERO COMMUNITY CENTER
176,the pool TCPH permit not posted in public view.,Must post the TCPH pool permit in public view.,Signage/permit posting,WESTLAKE,VAQUERO COMMUNITY CENTER
177,chlorine greater than 8ppm.,Must have chlorine between 1-8ppm. Corrected chlorine to 4.5 ppm during inspection.,Adjust chemistry (chlorine/pH),WESTLAKE,VAQUERO COMMUNITY CENTER
177,all 3 flow meters not working properly.,Must repair/replace all 3 flow meters.,Repair/replace equipment,WESTLAKE,VAQUERO COMMUNITY CENTER
177,cracked decking around the kiddie pool.,Must repair/replace cracked decking.,Repair/replace equipment,WESTLAKE,VAQUERO COMMUNITY CENTER
177,sand debris inside kiddie pool.,Must remove sand from kiddie pool.,Misc fixes,WESTLAKE,VAQUERO COMMUNITY CENTER
177,flower debris in the skimmer basket.,Must clean skimmer baskets daily.,Clean/clear water,WESTLAKE,VAQUERO COMMUNITY CENTER
177,the following statements not posted in public view.,Must post all required signage statements in the minimum size requirements in public view.,Signage/permit posting,WESTLAKE,VAQUERO COMMUNITY CENTER
177,no directions to the emergency phone within the pool yard.,"Must provide directions to the emergency phone in at least 2"" letters.",Misc fixes,WESTLAKE,VAQUERO COMMUNITY CENTER
177,fiber glass exposed on the Shepards crook pole.,Must repair/replace Shepard crook pole.,Repair/replace equipment,WESTLAKE,VAQUERO COMMUNITY CENTER
177,the ring buoy throw rope not attached to the ring buoy.,Must have ring buoy throw rope attached to the ring buoy at all times.,Misc fixes,WESTLAKE,VAQUERO COMMUNITY CENTER
177,"the address of the pool location not in 1"" lettering.","Must provide the precise pool location on the emergency phone in at least 1"" letters.",Misc fixes,WESTLAKE,VAQUERO COMMUNITY CENTER
177,the wading pool TCPH permit not posted in public view.,Must post the TCPH wading pool permit in public view.,Signage/permit posting,WESTLAKE,VAQUERO COMMUNITY CENTER
178,hand rail on the deep end of the pool is loose.,Ensure to tighten hand rail.,Misc fixes,HURST,ARTS APARTMENTS AT PARK PLACE THE
179,plastic stud is used to hold shepherd's crooks together.,"Ensure to use a permanent piece of equipment, such as a screw, to hold the shepherd's crook together.",Lifesaving gear,HURST,BOULDERS APTS THE
182,expired chemicals in the DPD test kit on site.,Must obtain new chemicals in DPD test kit.,Records/testing kit/logs,SOUTHLAKE,SOUTHLAKE WOODS HOA
182,damaged plaster at the bottom of the wade pool.,Must repair.,Repair/replace equipment,SOUTHLAKE,SOUTHLAKE WOODS HOA
182,a weir missing in the skimmer basket.,Must repair/ replace weir.,Repair/replace equipment,SOUTHLAKE,SOUTHLAKE WOODS HOA
182,"the following statements not in required lettering sizing. ""PETS IN THE POOL ARE PROHIBITED"" ""DONT NOT SWIM IF YOU HAVE BEEN ILL WITH DIARRHEA WITHIN THE PAST 2 WEEKS"" ""CHANGING DIAPERS WITHIN 6 FEET OF THE POOL IS PROHIBITED"" ""GLASS ITEMS NOT ALLOWED IN THE POOL YARD"" ""PERSONS UNDER THE AGE OF 14 MUST NOT BE IN THE POOL WITHOUT ADUKT SUPERVISION"" ""EXTENDED BREATH HOLDING ACTIVITIES ARE DANGEROUSLY AND PROHIBITED""",Ensure to obtain proper signage in required sizing and post in public view.,Signage/permit posting,SOUTHLAKE,SOUTHLAKE WOODS HOA
182,"the statement ""NO DIVING"" not in 4 inch lettering.",Must obtain proper statements in required lettering.,Misc fixes,SOUTHLAKE,SOUTHLAKE WOODS HOA
182,"the following statement ""CHILDREN SHOUKD NOT USE POOL W/O ADULT SUPERVISION"" in 2 inch lettering.",Ensure to have proper signage in required lettering posted.,Signage/permit posting,SOUTHLAKE,SOUTHLAKE WOODS HOA
182,the mirrors in restrooms not shatter resistant.,Ensure mirrors in restrooms are shatter resistant.,Misc fixes,SOUTHLAKE,SOUTHLAKE WOODS HOA
182,the latch to the gate 37 inches above the ground.,Ensure latch is 42 inches from the ground.,Gate/fence/latch,SOUTHLAKE,SOUTHLAKE WOODS HOA
182,a trash can less than 36 inches from fence towards the right side of pool yard.,Ensure no structures are within 36 inches of fence.,Gate/fence/latch,SOUTHLAKE,SOUTHLAKE WOODS HOA
182,a gap more than 4 inches on the bottom of the fence located next to the trash can.,Ensure no gaps are greater than 4 inches under the fence.,Gate/fence/latch,SOUTHLAKE,SOUTHLAKE WOODS HOA
182,chemical logs not being filled out daily.,Ensure to fill out chemical logs daily.,Misc fixes,SOUTHLAKE,SOUTHLAKE WOODS HOA
183,2ft depth marker with the FT abbreviation less than 4 inches on the NW corner of the pool.,Ensure to enlarge the FT abbreviation to at least 4 inch letters.,Misc fixes,BEDFORD,COURTS OF BEDFORD APARTMENTS
183,broken tiles on the SW side of the pool.,Ensure to repair the tiles inside the pool so that it returns to a smooth surface.,Repair/replace equipment,BEDFORD,COURTS OF BEDFORD APARTMENTS
183,missing chunk of pool decking to the right of the SW ladder. Observed large cracks in the plaster to the left and right of the SW ladder.,Ensure to repair the decking so the cracks are removed and the chipped plaster is smoothed out.,Repair/replace equipment,BEDFORD,COURTS OF BEDFORD APARTMENTS
183,no weirs on both skimmers.,Ensure to reattach the weirs to the skimmers for proper circulation of the top layer of water.,Misc fixes,BEDFORD,COURTS OF BEDFORD APARTMENTS
183,illness with diarrhea wordage out of compliance.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,COURTS OF BEDFORD APARTMENTS
183,out of compliance wordage.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,COURTS OF BEDFORD APARTMENTS
184,the flow meter and vacuum gauge not working.,Ensure the flow meter and vacuum gauge are in good working condition.,Clean/clear water,BEDFORD,BEDFORD OAKS APTS
184,all skimmers missing weirs.,Ensure all skimmers have weirs.,Misc fixes,BEDFORD,BEDFORD OAKS APTS
184,the shepherds hook is not attached to the pool.,Ensure the shepherds hook is attached to the pool with a tool required nut and bolt.,Misc fixes,BEDFORD,BEDFORD OAKS APTS
185,no vacuum gauge and the return gauge not working on the circulation system.,Ensure the circulation system has a vacuum gauge and a working return gauge.,Clean/clear water,BEDFORD,RISE BEDFORD LAKE - PHASE 2 POOL
185,Obsrved no purpose or flow direction labels on any of the piping.,Ensure all exposed piping is labeled with the purpose and flow direction.,Misc fixes,BEDFORD,RISE BEDFORD LAKE - PHASE 2 POOL
185,the water line tiles missing on the NW side of the pool next to the 7ft depth marker.,Ensure all tiles are repaired or replaced.,Misc fixes,BEDFORD,RISE BEDFORD LAKE - PHASE 2 POOL
185,significant dirt on the bottom of the pool.,Ensure the pool is free of debris.,Misc fixes,BEDFORD,RISE BEDFORD LAKE - PHASE 2 POOL
185,all skimmers missing weirs.,Ensure all skimmers have weirs.,Misc fixes,BEDFORD,RISE BEDFORD LAKE - PHASE 2 POOL
185,the light is still not working. Pool is still illuminated at night by the lighting on the office.,Ensure the light can be turned on.,Repair/replace equipment,BEDFORD,RISE BEDFORD LAKE - PHASE 2 POOL
185,Unable to test the GFCI on the pool due to the light not working.,Ensure the light is repaired and the GFCI can be tested.,Electrical/GFCI/Bonding,BEDFORD,RISE BEDFORD LAKE - PHASE 2 POOL
185,the emergency phone address was unclear to the 911 operator.,Ensure the emergency phone company is notified and the emergency phone is clear to the operator at all times.,Misc fixes,BEDFORD,RISE BEDFORD LAKE - PHASE 2 POOL
185,a large gap beneath the fence on the south west corner.,Ensure the gap beneath the fence is repaired.,Gate/fence/latch,BEDFORD,RISE BEDFORD LAKE - PHASE 2 POOL
186,missing weirs at skimmers.,Ensure to install weirs.,Repair/replace equipment,BENBROOK,ESTATES AT TEAM RANCH
186,missing rope on ring buoy.,Ensure there is at least 20' of rope attached to ring buoy.,Misc fixes,BENBROOK,ESTATES AT TEAM RANCH
186,gate closest to office was not self closing.,Ensure gate is able to self close and latch. Keep locked until fixed.,Gate/fence/latch,BENBROOK,ESTATES AT TEAM RANCH
186,missing dates in chemical logs.,Ensure to keep daily recordings of chemicals.,Misc fixes,BENBROOK,ESTATES AT TEAM RANCH
187,"sign stating ""children under the age of 18 are not allowed to use the pool without adult supervision"".",Must obtain sign that states age 16 instead of 18.,Signage/permit posting,WESTWORTH VILLAGE,WESTMORE THE
187,that spa permit is expired.,Must pay applicable permit fee and post valid health permit to full public view.,Signage/permit posting,WESTWORTH VILLAGE,WESTMORE THE
188,chlorine at 0.5ppm.,Ensure chlorine is between 1-8ppm. Pool operator was able to get chlorine to 3ppm while on site.,Adjust chemistry (chlorine/pH),SOUTHLAKE,SOUTHLAKE WOODS HOA
188,expired chemicals in DPD test kit on site.,Must obtain new chemicals for DPD test kit.,Records/testing kit/logs,SOUTHLAKE,SOUTHLAKE WOODS HOA
188,"the following statements not in required lettering sizing. ""PETS IN THE POOL ARE PROHIBITED"" ""DONT NOT SWIM IF YOU HAVE BEEN ILL WITH DIARRHEA WITHIN THE PAST 2 WEEKS"" ""CHANGING DIAPERS WITHIN 6 FEET OF THE POOL IS PROHIBITED"" ""GLASS ITEMS NOT ALLOWED IN THE POOL YARD"" ""PERSONS UNDER THE AGE OF 14 MUST NOT BE IN THE POOL WITHOUT ADUKT SUPERVISION"" ""EXTENDED BREATH HOLDING ACTIVITIES ARE DANGEROUSLY AND PROHIBITED""",Must have proper signage in required sizing posted.,Signage/permit posting,SOUTHLAKE,SOUTHLAKE WOODS HOA
